model,pooling,out_vec_size,best_layers,epochs,nhid,qtd_layers,MR,CR
deberta-base,multitask,768,MULTI,1,0,12,"{'devacc': np.float64(91.13), 'acc': np.float64(90.77), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.32), 'acc': np.float64(88.58), 'ndev': 3775, 'ntest': 3775}"
